SPARKH,04,NYU LANGONE MEDICAL CENTER,20150915-113500,Sample 123-456-7890,NYU LANGONE MEDICAL CENTER,2.0,20150901,,
D,NYU Langone Health System,47-2613531,403401,GA1,403401,GA1,403401,GA1,001,12,100000011,100000011,,Donald,,Ramsey,6883 Ramirez Highway,Apt. 650, ,"East Charles,",MO,97983,US,U,19720329,M,M, , , , , , ,Donald.Ramsey@example.org,,20150915,E,499.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,20040929,20040929,D,U,20040929,T,12,15,,80333.55,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,,,
D,NYU Langone Health System,47-2613531,407141,GS1,407141,GS1,407141,GS1,001,12,100000012,100000012,,Peter,,Williams,Unit 6518,Box 2083, ,DPO,AA,37370,US,U,19700619,F,M, , , , , , ,Peter.Williams@example.org,,20150915,F,717.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000222,20000222,R,,20000222,F,12,19,,88761.73,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,,,
D,NYU Langone Health System,47-2613531,151576,GS1,151576,GS1,151576,GS1,001,12,100000013,100000013,,Sharon,,Lewis,26296 Paul Drives, , ,"Michaelburgh,",WI,12324,US,U,19730329,F,P, , , , , , ,Sharon.Lewis@example.org,,20150915,E,153.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030618,20030618,T,,20030618,L,12,16,,96856.35,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,4,,,,,
D,NYU Hospitals Center,13-3971298,407140,GA1,407140,GA1,407140,GA1,001,12,100000014,100000014,,William,,Carter,469 David Flat, , ,"Port Marthaton,",OK,53233,US,U,19730715,F,M, , , , , , ,William.Carter@example.org,,20150915,E,453.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,20050406,20050406,T,I,20050406,L,12,14,,134296.87,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,,,
D,NYU School of Medicine,13-5562309,151562,GS1,151562,GS1,151562,GS1,001,12,100000015,100000015,,Arthur,,Clarke,46119 Peters Crossing, , ,"East Juan,",WV,97195,US,U,19700702,F,M, , , , , , ,Arthur.Clarke@example.org,,20150915,E,128.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,20040422,20040422,R,,20040422,L,12,15,,84693.57,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,4,,,,,
D,NYU School of Medicine,13-5562309,151579,GS1,151579,GS1,151579,GS1,001,12,100000016,100000016,,Michael,,Roberts,Unit 1726,Box 6477, ,DPO,AA,99519,US,U,19701007,M,M, , , , , , ,Michael.Roberts@example.org,,20150915,F,307.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,20011222,20011222,D,F,20011222,L,12,18,,53432.99,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,,,
D,NYU Hospitals Center,13-3971298,407141,GA1,407141,GA1,407141,GA1,001,12,100000017,100000017,,Rebekah,,Smith,044 Ebony Brooks,Apt. 415, ,"Lake Gregory,",NY,99473,US,U,19730613,F,M, , , , , , ,Rebekah.Smith@example.org,,20150915,F,113.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,20011226,20011226,E,,20011226,F,12,18,,122830.17,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,2,,,,,
D,NYU School of Medicine,13-5562309,151576,GS1,151576,GS1,151576,GS1,001,12,100000018,100000018,Mrs.,Julie,,Smith,39737 Williams Club,Apt. 887, ,"Lukefurt,",KS,44176,US,U,19720530,M,M, , , , , , ,Julie.Smith@example.org,,20150915,E,348.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000927,20000927,L,,20000927,F,12,19,,70612.06,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,,,
D,NYU School of Medicine,13-5562309,407140,GA1,407140,GA1,407140,GA1,001,12,100000019,100000019,,Daniel,,Hartman,138 George Lakes, , ,"Edwardsstad,",TN,97200,US,U,19711220,F,P, , , , , , ,Daniel.Hartman@example.org,,20150915,E,337.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,20020504,20020504,L,N,20020504,L,12,17,,63331.48,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,2,,,,,
D,NYU School of Medicine,13-5562309,403400,GS1,403400,GS1,403400,GS1,001,12,100000020,100000020,,Melanie,,Austin,8966 Rhodes Crest,Apt. 573, ,"Tonifurt,",MD,53305,US,U,19700503,F,Q, , , , , , ,Melanie.Austin@example.org,,20150915,E,135.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,20011027,20011027,R,,20011027,F,12,18,,100737.98,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,,,
D,NYU Hospitals Center,13-3971298,151562,GS1,151562,GS1,151562,GS1,001,12,100000021,100000021,,Shannon,,Kramer,602 Christian River, , ,"Smithton,",WV,97908,US,U,19730516,F,Q, , , , , , ,Shannon.Kramer@example.org,,20150915,F,617.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,20040505,20040505,T,,20040505,L,12,15,,92661.17,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,2,,,,,
D,NYU School of Medicine,13-5562309,151576,GS1,151576,GS1,151576,GS1,001,12,100000022,100000022,,Frank,,Richardson,7274 Salas Mountain,Apt. 575, ,"Port Mary,",KY,76531,US,U,19720124,F,P, , , , , , ,Frank.Richardson@example.org,,20150915,E,192.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,20020811,20020811,L,F,20020811,T,12,17,,80090.66,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,,,
D,NYU School of Medicine,13-5562309,403400,GS1,403400,GS1,403400,GS1,001,12,100000023,100000023,,Jodi,,Potts,7288 Amanda Groves,Apt. 801, ,"South Jayville,",AL,27652,US,U,19700213,F,S, , , , , , ,Jodi.Potts@example.org,,20150915,E,349.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,20040528,20040528,E,,20040528,F,12,15,,130779.38,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,2,,,,,
D,NYU Hospitals Center,13-3971298,407141,GA1,407141,GA1,407141,GA1,001,12,100000024,100000024,,Alexis,,Bennett,490 Nicholas Valley,Suite 520, ,"Lake Andrew,",NV,01686,US,U,19720202,M,P, , , , , , ,Alexis.Bennett@example.org,,20150915,E,239.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,20040211,20040211,T,P,20040211,L,12,15,,123429.76,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,2,,,,,
D,NYU Hospitals Center,13-3971298,151562,GS1,151562,GS1,151562,GS1,001,12,100000025,100000025,,Amanda,,Rodriguez,9256 Amber Cliff,Suite 815, ,"Teresastad,",MA,28855,US,U,19701122,F,P, , , , , , ,Amanda.Rodriguez@example.org,,20150915,F,877.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030625,20030625,E,E,20030625,P,12,16,,131203.05,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,,,
D,NYU Hospitals Center,13-3971298,407140,GA1,407140,GA1,407140,GA1,001,12,100000026,100000026,,Taylor,,Henry,Unit 5028,Box 2886, ,DPO,AP,44579,US,U,19700830,F,S, , , , , , ,Taylor.Henry@example.org,,20150915,F,230.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,20020405,20020405,P,O,20020405,L,12,17,,104750.01,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,,,
D,NYU Hospitals Center,13-3971298,151576,GA1,151576,GA1,151576,GA1,001,12,100000027,100000027,,Alex,,Gordon,33684 Jessica Path,Apt. 856, ,"New Kimberly,",AZ,30386,US,U,19700924,F,M, , , , , , ,Alex.Gordon@example.org,,20150915,F,394.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030316,20030316,D,,20030316,P,12,16,,56781.66,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,,,
D,NYU School of Medicine,13-5562309,151576,GS1,151576,GS1,151576,GS1,001,12,100000028,100000028,,Lance,,Hill,86904 Jennifer Trafficway,Apt. 516, ,"Port Lindsey,",VT,71132,US,U,19720909,M,Q, , , , , , ,Lance.Hill@example.org,,20150915,E,528.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000309,20000309,R,E,20000309,P,12,19,,100698.42,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,2,,,,,
D,NYU Langone Health System,47-2613531,151579,GS1,151579,GS1,151579,GS1,001,12,100000029,100000029,,Timothy,,Evans,808 Martinez Manors,Suite 894, ,"Gayport,",FL,66091,US,U,19710205,M,P, , , , , , ,Timothy.Evans@example.org,,20150915,F,160.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,20021111,20021111,L,,20021111,F,12,17,,112810.97,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,,,
D,NYU Hospitals Center,13-3971298,403400,GA1,403400,GA1,403400,GA1,001,12,100000030,100000030,,Mason,,Werner,423 Jones Estate, , ,"Michellemouth,",MT,59096,US,U,19710728,M,Q, , , , , , ,Mason.Werner@example.org,,20150915,E,649.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,20020330,20020330,L,,20020330,P,12,17,,52753.77,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,,,
D,NYU Langone Health System,47-2613531,151579,GS1,151579,GS1,151579,GS1,001,12,100000031,100000031,,Sandra,,Chen,5643 Lowe Groves,Apt. 715, ,"Powellfurt,",NC,42704,US,U,19730108,F,P, , , , , , ,Sandra.Chen@example.org,,20150915,F,472.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,20020624,20020624,T,O,20020624,T,12,17,,139433.64,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,2,,,,,
D,NYU School of Medicine,13-5562309,403400,GA1,403400,GA1,403400,GA1,001,12,100000032,100000032,,Bobby,,Gonzalez,494 Rachel Mountain,Suite 307, ,"Port Sean,",AZ,03113,US,U,19701118,F,S, , , , , , ,Bobby.Gonzalez@example.org,,20150915,F,683.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,20051205,20051205,R,R,20051205,P,12,14,,115795.17,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,2,,,,,
D,NYU School of Medicine,13-5562309,151579,GA1,151579,GA1,151579,GA1,001,12,100000033,100000033,,Richard,,Lindsey,03807 Nash Estate, , ,"New Ryanside,",DE,79921,US,U,19720827,M,M, , , , , , ,Richard.Lindsey@example.org,,20150915,E,877.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,20041009,20041009,D,,20041009,F,12,15,,71757.34,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,4,,,,,
D,NYU Hospitals Center,13-3971298,407140,GA1,407140,GA1,407140,GA1,001,12,100000034,100000034,,Heather,,Roth,36759 James Lock,Apt. 649, ,"Priscillaside,",IL,35707,US,U,19720524,M,M, , , , , , ,Heather.Roth@example.org,,20150915,E,595.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030129,20030129,D,,20030129,P,12,16,,115947.42,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,1,,,,,
D,NYU School of Medicine,13-5562309,151579,GS1,151579,GS1,151579,GS1,001,12,100000035,100000035,,Anita,,Butler,55975 Johnson Rapids,Suite 454, ,"South Kyleville,",NY,84527,US,U,19720516,M,P, , , , , , ,Anita.Butler@example.org,,20150915,E,539.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,20010121,20010121,L,N,20010121,P,12,18,,119875.82,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,4,,,,,
D,NYU Langone Health System,47-2613531,407141,GA1,407141,GA1,407141,GA1,001,12,100000036,100000036,,Johnathan,,Ward,53974 Leslie Prairie,Apt. 103, ,"Villaview,",WI,42756,US,U,19720227,M,M, , , , , , ,Johnathan.Ward@example.org,,20150915,E,797.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,20020125,20020125,L,P,20020125,P,12,17,,77441.44,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,2,,,,,
D,NYU School of Medicine,13-5562309,403401,GS1,403401,GS1,403401,GS1,001,12,100000037,100000037,,Jasmine,,Watkins,381 Martin Cliffs,Apt. 749, ,"Calebland,",AK,31660,US,U,19701116,F,S, , , , , , ,Jasmine.Watkins@example.org,,20150915,E,614.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,20010121,20010121,D,E,20010121,P,12,18,,100951.56,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,4,,,,,
D,NYU Hospitals Center,13-3971298,403400,GS1,403400,GS1,403400,GS1,001,12,100000038,100000038,,Jaime,,Bates,8989 Velazquez Mount,Suite 848, ,"Patriciaton,",GA,55841,US,U,19700906,M,M, , , , , , ,Jaime.Bates@example.org,,20150915,F,255.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,20020729,20020729,L,I,20020729,T,12,17,,105553.43,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,,,
D,NYU Langone Health System,47-2613531,151562,GS1,151562,GS1,151562,GS1,001,12,100000039,100000039,,Nathan,,Guerrero,73752 Russell Land, , ,"East Maryfort,",MA,68125,US,U,19720130,M,P, , , , , , ,Nathan.Guerrero@example.org,,20150915,F,537.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000627,20000627,L,R,20000627,L,12,19,,101706.01,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,1,,,,,
D,NYU Hospitals Center,13-3971298,151579,GS1,151579,GS1,151579,GS1,001,12,100000040,100000040,,Diana,,Baker,Unit 4999,Box 9110, ,DPO,AP,04299,US,U,19710708,M,M, , , , , , ,Diana.Baker@example.org,,20150915,F,316.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,20050719,20050719,L,M,20050719,F,12,14,,61843.13,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,,,
D,NYU Langone Health System,47-2613531,151562,GS1,151562,GS1,151562,GS1,001,12,100000041,100000041,,Amanda,,Salazar,3343 Megan Track,Apt. 862, ,"Quinnmouth,",NJ,39098,US,U,19710126,M,Q, , , , , , ,Amanda.Salazar@example.org,,20150915,E,774.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000406,20000406,T,,20000406,P,12,19,,106991.96,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,,,
D,NYU School of Medicine,13-5562309,151579,GS1,151579,GS1,151579,GS1,001,12,100000042,100000042,,Daniel,,Smith,961 Wendy Drive, , ,"Robertberg,",CT,51908,US,U,19700510,M,P, , , , , , ,Daniel.Smith@example.org,,20150915,F,651.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,20010810,20010810,P,,20010810,P,12,18,,102601.47,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,2,,,,,
D,NYU School of Medicine,13-5562309,403400,GS1,403400,GS1,403400,GS1,001,12,100000043,100000043,,Frank,,Jimenez,626 Brown Tunnel,Apt. 076, ,"Chandlerborough,",MO,34510,US,U,19731007,F,Q, , , , , , ,Frank.Jimenez@example.org,,20150915,E,135.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000817,20000817,L,R,20000817,F,12,19,,108390.77,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,2,,,,,
D,NYU Langone Health System,47-2613531,403401,GA1,403401,GA1,403401,GA1,001,12,100000044,100000044,,Zachary,,Morton,279 Lawrence Trafficway, , ,"New Meganshire,",OR,39344,US,U,19731213,M,Q, , , , , , ,Zachary.Morton@example.org,,20150915,F,289.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000225,20000225,P,,20000225,P,12,19,,116823.04,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,4,,,,,
D,NYU Langone Health System,47-2613531,151579,GA1,151579,GA1,151579,GA1,001,12,100000045,100000045,,Crystal,,Quinn,0415 Mcconnell Parks,Suite 386, ,"Williamberg,",NC,44067,US,U,19710420,M,P, , , , , , ,Crystal.Quinn@example.org,,20150915,E,109.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030121,20030121,T,I,20030121,F,12,16,,138687.97,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,,,
D,NYU Hospitals Center,13-3971298,403401,GA1,403401,GA1,403401,GA1,001,12,100000046,100000046,,Valerie,,Phillips,638 Jackson Fall, , ,"North Diana,",MS,39773,US,U,19721222,M,P, , , , , , ,Valerie.Phillips@example.org,,20150915,E,467.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,20010204,20010204,D,U,20010204,T,12,18,,137832.89,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,,,
D,NYU Langone Health System,47-2613531,403400,GA1,403400,GA1,403400,GA1,001,12,100000047,100000047,,Clayton,,Kim,9572 Deborah Knoll, , ,"North Brian,",FL,05287,US,U,19700515,M,P, , , , , , ,Clayton.Kim@example.org,,20150915,E,341.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,20040912,20040912,L,I,20040912,P,12,15,,124653.75,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,1,,,,,
D,NYU Langone Health System,47-2613531,151576,GA1,151576,GA1,151576,GA1,001,12,100000048,100000048,,Brittany,,Reed,13799 Shawn Trail,Suite 262, ,"East Colleen,",NV,72756,US,U,19730805,F,Q, , , , , , ,Brittany.Reed@example.org,,20150915,F,886.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000822,20000822,E,I,20000822,F,12,19,,54804.09,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,4,,,,,
D,NYU Langone Health System,47-2613531,403400,GA1,403400,GA1,403400,GA1,001,12,100000049,100000049,,Andrea,,Brown,Unit 3895,Box 8413, ,DPO,AP,80118,US,U,19700308,M,S, , , , , , ,Andrea.Brown@example.org,,20150915,F,223.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,20040827,20040827,T,,20040827,F,12,15,,124894.56,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,,,
D,NYU Langone Health System,47-2613531,403400,GS1,403400,GS1,403400,GS1,001,12,100000050,100000050,,Brittney,,Sloan,590 Adam Green, , ,"Coryburgh,",NC,39809,US,U,19700515,F,P, , , , , , ,Brittney.Sloan@example.org,,20150915,E,98.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030814,20030814,D,O,20030814,T,12,16,,116996.15,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,,,
D,NYU School of Medicine,13-5562309,407141,GA1,407141,GA1,407141,GA1,001,12,100000051,100000051,,Brenda,,Kelley,18924 Yu Road,Apt. 783, ,"West Shannon,",FL,34468,US,U,19730121,F,Q, , , , , , ,Brenda.Kelley@example.org,,20150915,E,120.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,20040227,20040227,T,I,20040227,L,12,15,,50281.46,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,,,
D,NYU School of Medicine,13-5562309,407140,GA1,407140,GA1,407140,GA1,001,12,100000052,100000052,,Brent,,Jackson,0159 Durham Estate, , ,"Rachelfort,",OH,56804,US,U,19710410,F,Q, , , , , , ,Brent.Jackson@example.org,,20150915,F,499.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,20041026,20041026,T,,20041026,T,12,15,,110456.74,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,,,
D,NYU Hospitals Center,13-3971298,151579,GS1,151579,GS1,151579,GS1,001,12,100000053,100000053,,Natasha,,Deleon,84348 Smith Port, , ,"South Sandra,",WY,86245,US,U,19720701,M,S, , , , , , ,Natasha.Deleon@example.org,,20150915,F,171.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,20021210,20021210,T,V,20021210,T,12,17,,118670.72,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,4,,,,,
D,NYU School of Medicine,13-5562309,151579,GS1,151579,GS1,151579,GS1,001,12,100000054,100000054,,Mark,,Leon,"PSC 3192,",Box 1919, ,APO,AE,35584,US,U,19710130,F,P, , , , , , ,Mark.Leon@example.org,,20150915,F,372.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,20050104,20050104,P,V,20050104,L,12,14,,114240.11,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,,,
D,NYU Hospitals Center,13-3971298,407141,GS1,407141,GS1,407141,GS1,001,12,100000055,100000055,,Austin,,Grant,"PSC 3890,",Box 5386, ,APO,AE,73478,US,U,19730722,F,Q, , , , , , ,Austin.Grant@example.org,,20150915,F,686.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000428,20000428,R,M,20000428,L,12,19,,135674.83,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,,,
D,NYU School of Medicine,13-5562309,407140,GA1,407140,GA1,407140,GA1,001,12,100000056,100000056,,Susan,,Byrd,8574 Ellis View, , ,"Lopezhaven,",ND,72456,US,U,19700721,M,Q, , , , , , ,Susan.Byrd@example.org,,20150915,E,642.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,20020206,20020206,D,N,20020206,T,12,17,,106045.23,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,2,,,,,
D,NYU Hospitals Center,13-3971298,151576,GS1,151576,GS1,151576,GS1,001,12,100000057,100000057,,Brian,,Peters,0234 Andrew Park, , ,"Jeremyfurt,",CO,54788,US,U,19710204,M,Q, , , , , , ,Brian.Peters@example.org,,20150915,F,191.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,20010814,20010814,E,O,20010814,T,12,18,,138942.78,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,4,,,,,
