SPARKH,04,NYU LANGONE MEDICAL CENTER,20150915-113500,Sample 123-456-7890,NYU LANGONE MEDICAL CENTER,2.0,20150901,,
D,NYU Hospitals Center,13-3971298,403401,GA1,403401,GA1,403401,GA1,001,12,100000011,100000011,,Megan,,Wood,USS Miranda, , ,FPO,AP,81784,US,U,19720123,M,Q, , , , , , ,Megan.Wood@example.org,,20150915,E,771.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000707,20000707,P,M,20000707,F,12,19,,109304.5,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,,,
D,NYU Hospitals Center,13-3971298,403401,GA1,403401,GA1,403401,GA1,001,12,100000012,100000012,,David,,Johnson,3267 Obrien Shores,Apt. 316, ,"Barkerborough,",DE,82219,US,U,19710118,M,P, , , , , , ,David.Johnson@example.org,,20150915,F,326.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,20040324,20040324,D,,20040324,F,12,15,,83906.33,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,4,,,,,
D,NYU School of Medicine,13-5562309,403401,GA1,403401,GA1,403401,GA1,001,12,100000013,100000013,,Brian,,Whitaker,7392 Kathleen Pines,Suite 658, ,"Sanchezberg,",ME,32035,US,U,19700622,M,Q, , , , , , ,Brian.Whitaker@example.org,,20150915,E,228.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,20040201,20040201,P,I,20040201,T,12,15,,76891.98,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,2,,,,,
D,NYU Langone Health System,47-2613531,151562,GS1,151562,GS1,151562,GS1,001,12,100000014,100000014,,Raymond,,Quinn,361 Kyle Locks,Suite 010, ,"East Elaine,",SC,84139,US,U,19700609,F,S, , , , , , ,Raymond.Quinn@example.org,,20150915,F,437.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,20010912,20010912,D,U,20010912,P,12,18,,132887.07,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,2,,,,,
D,NYU School of Medicine,13-5562309,151562,GS1,151562,GS1,151562,GS1,001,12,100000015,100000015,,John,,Franklin,USCGC Khan, , ,FPO,AE,24882,US,U,19720112,F,Q, , , , , , ,John.Franklin@example.org,,20150915,F,196.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,20001116,20001116,P,V,20001116,L,12,19,,53366.48,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,,,
D,NYU Hospitals Center,13-3971298,407140,GS1,407140,GS1,407140,GS1,001,12,100000016,100000016,,Daniel,,Lynch,52224 Jones Shores, , ,"North Tinastad,",MI,62094,US,U,19711016,F,S, , , , , , ,Daniel.Lynch@example.org,,20150915,E,604.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,20001205,20001205,R,,20001205,P,12,19,,74680.4,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,2,,,,,
D,NYU Langone Health System,47-2613531,407140,GS1,407140,GS1,407140,GS1,001,12,100000017,100000017,,Leonard,,Flynn,48561 Denise Hill, , ,"Lake Shannonmouth,",NY,18681,US,U,19700128,M,M, , , , , , ,Leonard.Flynn@example.org,,20150915,F,612.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,20050402,20050402,P,O,20050402,P,12,14,,121260.28,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,,,
D,NYU School of Medicine,13-5562309,407141,GA1,407141,GA1,407141,GA1,001,12,100000018,100000018,,Jose,,Sweeney,30789 Miller Port, , ,"South Richard,",MD,30602,US,U,19700609,M,P, , , , , , ,Jose.Sweeney@example.org,,20150915,E,244.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,20021121,20021121,P,M,20021121,F,12,17,,64150.01,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,,,
D,NYU Langone Health System,47-2613531,151562,GS1,151562,GS1,151562,GS1,001,12,100000019,100000019,,Nicole,,Smith,9208 Nathan Mountain, , ,"Samanthaport,",VT,26111,US,U,19730818,F,P, , , , , , ,Nicole.Smith@example.org,,20150915,F,424.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000912,20000912,T,,20000912,L,12,19,,80644.05,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,,,
D,NYU Langone Health System,47-2613531,151576,GA1,151576,GA1,151576,GA1,001,12,100000020,100000020,,Tanya,,Dougherty,9124 Frazier Brooks,Suite 204, ,"Lake Jeremy,",NY,66910,US,U,19720727,M,P, , , , , , ,Tanya.Dougherty@example.org,,20150915,E,297.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,20020811,20020811,L,U,20020811,L,12,17,,78087.56,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,,,
D,NYU School of Medicine,13-5562309,403401,GS1,403401,GS1,403401,GS1,001,12,100000021,100000021,,Michael,,Patton,92302 Lane Ports, , ,"Stephanieview,",HI,66143,US,U,19710314,M,P, , , , , , ,Michael.Patton@example.org,,20150915,E,807.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,20021202,20021202,R,F,20021202,T,12,17,,86577.88,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,,,
D,NYU School of Medicine,13-5562309,407140,GA1,407140,GA1,407140,GA1,001,12,100000022,100000022,,Michael,,Stevens,0752 Charles Route,Apt. 291, ,"Cuevasport,",CO,75466,US,U,19711003,F,P, , , , , , ,Michael.Stevens@example.org,,20150915,E,512.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,20051203,20051203,E,E,20051203,F,12,14,,115739.99,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,,,
D,NYU Langone Health System,47-2613531,403401,GS1,403401,GS1,403401,GS1,001,12,100000023,100000023,,Mark,,Ortega,711 Howell Trafficway, , ,"Debraborough,",FL,43588,US,U,19731006,F,Q, , , , , , ,Mark.Ortega@example.org,,20150915,F,694.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,20020310,20020310,D,M,20020310,L,12,17,,109161.32,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,4,,,,,
D,NYU School of Medicine,13-5562309,403401,GS1,403401,GS1,403401,GS1,001,12,100000024,100000024,,Matthew,,Welch,2414 Hill Shores, , ,"East Jon,",MI,45568,US,U,19730902,F,M, , , , , , ,Matthew.Welch@example.org,,20150915,F,845.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,20050108,20050108,P,E,20050108,T,12,14,,97430.82,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,2,,,,,
D,NYU School of Medicine,13-5562309,151562,GA1,151562,GA1,151562,GA1,001,12,100000025,100000025,,Darrell,,Thomas,594 Mallory Overpass, , ,"Morganfort,",NC,07343,US,U,19710310,F,Q, , , , , , ,Darrell.Thomas@example.org,,20150915,F,180.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,20020219,20020219,R,,20020219,T,12,17,,105461.51,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,4,,,,,
D,NYU Langone Health System,47-2613531,151576,GA1,151576,GA1,151576,GA1,001,12,100000026,100000026,,Jessica,,Lawrence,316 Benjamin Square, , ,"South Aaron,",RI,44790,US,U,19730208,F,M, , , , , , ,Jessica.Lawrence@example.org,,20150915,F,401.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,20010730,20010730,L,,20010730,P,12,18,,82195.05,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,2,,,,,
D,NYU Langone Health System,47-2613531,151576,GA1,151576,GA1,151576,GA1,001,12,100000027,100000027,,Jared,,Stevens,94893 Steven Tunnel, , ,"Nathanbury,",DE,19553,US,U,19710110,F,S, , , , , , ,Jared.Stevens@example.org,,20150915,E,821.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,20031128,20031128,D,I,20031128,P,12,16,,112498.26,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,1,,,,,
D,NYU School of Medicine,13-5562309,151562,GA1,151562,GA1,151562,GA1,001,12,100000028,100000028,,Jeffrey,,Heath,430 Lori Isle,Apt. 744, ,"New Derekborough,",NJ,53836,US,U,19710727,M,S, , , , , , ,Jeffrey.Heath@example.org,,20150915,E,111.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,20001105,20001105,T,F,20001105,P,12,19,,113006.92,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,,,
D,NYU School of Medicine,13-5562309,407140,GS1,407140,GS1,407140,GS1,001,12,100000029,100000029,,Heidi,,Guerrero,52479 Michelle Road, , ,"South Paulaton,",NV,46739,US,U,19701127,F,Q, , , , , , ,Heidi.Guerrero@example.org,,20150915,F,483.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,20010207,20010207,E,A,20010207,F,12,18,,113270.62,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,,,
D,NYU School of Medicine,13-5562309,151579,GS1,151579,GS1,151579,GS1,001,12,100000030,100000030,,Shelly,,Mata,769 James Plains,Apt. 181, ,"Heatherton,",HI,46605,US,U,19730620,M,S, , , , , , ,Shelly.Mata@example.org,,20150915,F,509.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030116,20030116,T,O,20030116,F,12,16,,123980.98,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,,,
D,NYU Langone Health System,47-2613531,151562,GA1,151562,GA1,151562,GA1,001,12,100000031,100000031,,Jacqueline,,Jones,USCGC Henry, , ,FPO,AE,96458,US,U,19711017,M,S, , , , , , ,Jacqueline.Jones@example.org,,20150915,F,190.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,20031029,20031029,R,P,20031029,F,12,16,,76287.1,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,4,,,,,
D,NYU School of Medicine,13-5562309,407140,GA1,407140,GA1,407140,GA1,001,12,100000032,100000032,,Yolanda,,Reyes,52226 Jacob Rapids, , ,"Matthewport,",CA,64432,US,U,19730629,F,Q, , , , , , ,Yolanda.Reyes@example.org,,20150915,E,204.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030320,20030320,P,F,20030320,P,12,16,,79192.64,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,2,,,,,
D,NYU Langone Health System,47-2613531,151562,GS1,151562,GS1,151562,GS1,001,12,100000033,100000033,,Summer,,Wright,74616 Simmons Plaza,Suite 775, ,"Coryland,",GA,37668,US,U,19710305,F,M, , , , , , ,Summer.Wright@example.org,,20150915,F,109.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,20050401,20050401,P,R,20050401,L,12,14,,122081.14,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,,,
D,NYU Hospitals Center,13-3971298,151562,GA1,151562,GA1,151562,GA1,001,12,100000034,100000034,,Tonya,,Hamilton,5020 Wright Path, , ,"North Richard,",WA,04426,US,U,19730412,F,M, , , , , , ,Tonya.Hamilton@example.org,,20150915,F,535.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,20011113,20011113,D,,20011113,F,12,18,,100306.83,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,4,,,,,
D,NYU Langone Health System,47-2613531,151562,GA1,151562,GA1,151562,GA1,001,12,100000035,100000035,,Kristopher,,Hester,19158 David Locks, , ,"Lake Jennifer,",VA,73155,US,U,19700209,F,S, , , , , , ,Kristopher.Hester@example.org,,20150915,E,242.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000528,20000528,R,I,20000528,T,12,19,,136776.89,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,,,
D,NYU School of Medicine,13-5562309,407141,GS1,407141,GS1,407141,GS1,001,12,100000036,100000036,,Dana,,Gordon,8460 Payne Circles, , ,"North David,",AZ,45932,US,U,19700524,F,Q, , , , , , ,Dana.Gordon@example.org,,20150915,F,485.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030420,20030420,P,E,20030420,L,12,16,,83234.9,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,4,,,,,
D,NYU School of Medicine,13-5562309,151576,GS1,151576,GS1,151576,GS1,001,12,100000037,100000037,,Alison,,Mitchell,USS Hill, , ,FPO,AP,66409,US,U,19700621,F,Q, , , , , , ,Alison.Mitchell@example.org,,20150915,F,602.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,20010107,20010107,R,U,20010107,L,12,18,,80166.45,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,4,,,,,
D,NYU Langone Health System,47-2613531,403401,GS1,403401,GS1,403401,GS1,001,12,100000038,100000038,,Randy,,Clark,96423 Carpenter Alley,Suite 284, ,"East Michele,",HI,70995,US,U,19710227,M,S, , , , , , ,Randy.Clark@example.org,,20150915,F,572.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030921,20030921,P,M,20030921,L,12,16,,133505.58,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,1,,,,,
D,NYU School of Medicine,13-5562309,151579,GS1,151579,GS1,151579,GS1,001,12,100000039,100000039,,Jenna,,Wallace,543 Melissa Knoll,Apt. 130, ,"Deannabury,",CO,02951,US,U,19710308,F,M, , , , , , ,Jenna.Wallace@example.org,,20150915,F,827.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,20040121,20040121,D,E,20040121,L,12,15,,138921.05,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,4,,,,,
D,NYU Langone Health System,47-2613531,151579,GS1,151579,GS1,151579,GS1,001,12,100000040,100000040,,Mary,,Elliott,164 Thomas Loaf, , ,"Pamelahaven,",DC,45312,US,U,19700514,M,M, , , , , , ,Mary.Elliott@example.org,,20150915,F,518.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,20020829,20020829,P,O,20020829,T,12,17,,98886.49,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,,,
D,NYU Hospitals Center,13-3971298,151579,GS1,151579,GS1,151579,GS1,001,12,100000041,100000041,,Douglas,,Flowers,709 Alexander Valley,Apt. 883, ,"Maddoxburgh,",OK,35847,US,U,19730713,F,S, , , , , , ,Douglas.Flowers@example.org,,20150915,E,735.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,20050515,20050515,D,,20050515,T,12,14,,64516.46,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,,,
D,NYU Hospitals Center,13-3971298,407141,GS1,407141,GS1,407141,GS1,001,12,100000042,100000042,,Susan,,Francis,225 Dunn Burgs,Apt. 716, ,"North Anthonyfort,",OH,97681,US,U,19730801,F,Q, , , , , , ,Susan.Francis@example.org,,20150915,E,184.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,20050319,20050319,D,U,20050319,F,12,14,,125879.43,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,,,
D,NYU Langone Health System,47-2613531,407140,GS1,407140,GS1,407140,GS1,001,12,100000043,100000043,,Danielle,,Smith,8037 Martinez Hill,Suite 935, ,"Lake Williammouth,",AR,09755,US,U,19710320,M,S, , , , , , ,Danielle.Smith@example.org,,20150915,E,749.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,20041212,20041212,R,I,20041212,F,12,15,,67769.44,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,,,
D,NYU School of Medicine,13-5562309,407141,GA1,407141,GA1,407141,GA1,001,12,100000044,100000044,,Joshua,,Mcdonald,9637 Tamara Lake,Suite 963, ,"West Mackenzieberg,",OH,51988,US,U,19710716,F,S, , , , , , ,Joshua.Mcdonald@example.org,,20150915,E,569.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,20021225,20021225,L,,20021225,L,12,17,,65801.71,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,4,,,,,
D,NYU School of Medicine,13-5562309,407141,GS1,407141,GS1,407141,GS1,001,12,100000045,100000045,,Nicole,,Kaufman,0858 King Orchard,Apt. 004, ,"Lake Barbarachester,",KS,03496,US,U,19721105,M,M, , , , , , ,Nicole.Kaufman@example.org,,20150915,F,191.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030616,20030616,E,O,20030616,L,12,16,,71837.96,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,,,
D,NYU Langone Health System,47-2613531,407141,GS1,407141,GS1,407141,GS1,001,12,100000046,100000046,,Donald,,Cameron,91952 Carrie Rapids, , ,"Mathishaven,",OK,38250,US,U,19731122,F,P, , , , , , ,Donald.Cameron@example.org,,20150915,E,195.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,20040518,20040518,R,E,20040518,T,12,15,,70588.12,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,OUT,,,,1,,,,,
D,NYU School of Medicine,13-5562309,403400,GA1,403400,GA1,403400,GA1,001,12,100000047,100000047,,Angela,,Jones,718 Hanna Run,Suite 817, ,"Lake Kevintown,",MO,36954,US,U,19711230,M,Q, , , , , , ,Angela.Jones@example.org,,20150915,E,616.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,20021225,20021225,D,I,20021225,L,12,17,,121813.43,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,,,
D,NYU Hospitals Center,13-3971298,407140,GA1,407140,GA1,407140,GA1,001,12,100000048,100000048,,Christopher,,Mckay,24976 Alexander Avenue,Suite 435, ,"West Ashleyfurt,",ND,06120,US,U,19700204,M,S, , , , , , ,Christopher.Mckay@example.org,,20150915,F,367.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,20001029,20001029,R,,20001029,P,12,19,,109128.46,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,4,,,,,
D,NYU Hospitals Center,13-3971298,403401,GA1,403401,GA1,403401,GA1,001,12,100000049,100000049,,Gabrielle,,Juarez,Unit 3719,Box 7123, ,DPO,AA,40671,US,U,19710805,M,S, , , , , , ,Gabrielle.Juarez@example.org,,20150915,E,486.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,20020927,20020927,L,V,20020927,L,12,17,,50568.53,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,,,
D,NYU Hospitals Center,13-3971298,407140,GA1,407140,GA1,407140,GA1,001,12,100000050,100000050,,Nancy,,Bates,5465 Alec Falls, , ,"Lake Bradleyton,",NM,25457,US,U,19710813,M,S, , , , , , ,Nancy.Bates@example.org,,20150915,F,536.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,20021101,20021101,D,,20021101,P,12,17,,105591.57,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,2,,,,,
D,NYU Langone Health System,47-2613531,151562,GA1,151562,GA1,151562,GA1,001,12,100000051,100000051,Mr.,Jeffrey,,Higgins,26065 Charles Junction,Apt. 159, ,"North Ericborough,",NY,33380,US,U,19700809,M,P, , , , , , ,Jeffrey.Higgins@example.org,,20150915,E,113.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,20040217,20040217,D,F,20040217,F,12,15,,139235.24,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,4,,,,,
D,NYU Langone Health System,47-2613531,403401,GA1,403401,GA1,403401,GA1,001,12,100000052,100000052,,Alyssa,,Russell,USS Walker, , ,FPO,AP,84541,US,U,19720803,F,P, , , , , , ,Alyssa.Russell@example.org,,20150915,E,439.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,20050705,20050705,E,P,20050705,P,12,14,,74772.75,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,,,
D,NYU Langone Health System,47-2613531,407141,GS1,407141,GS1,407141,GS1,001,12,100000053,100000053,,Amber,,Wagner,"PSC 1201,",Box 4887, ,APO,AE,63604,US,U,19730124,M,P, , , , , , ,Amber.Wagner@example.org,,20150915,F,168.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030511,20030511,L,R,20030511,P,12,16,,93907.07,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,,,
D,NYU School of Medicine,13-5562309,151576,GS1,151576,GS1,151576,GS1,001,12,100000054,100000054,,Amber,,Thomas,2120 Shaw Ville, , ,"Michaelville,",VT,19624,US,U,19731219,M,S, , , , , , ,Amber.Thomas@example.org,,20150915,F,569.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000419,20000419,T,V,20000419,L,12,19,,93230.23,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,2,,,,,
D,NYU Langone Health System,47-2613531,403400,GS1,403400,GS1,403400,GS1,001,12,100000055,100000055,,Lisa,,Lee,559 Jonathan Prairie,Suite 162, ,"Richtown,",KS,18623,US,U,19721129,F,M, , , , , , ,Lisa.Lee@example.org,,20150915,F,479.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,20020915,20020915,R,R,20020915,F,12,17,,88423.26,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO,,,,1,,,,,
D,NYU School of Medicine,13-5562309,403401,GA1,403401,GA1,403401,GA1,001,12,100000056,100000056,,Christina,,Stevens,"PSC 3094,",Box 9173, ,APO,AA,79924,US,U,19701228,M,M, , , , , , ,Christina.Stevens@example.org,,20150915,E,654.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,20030428,20030428,D,R,20030428,L,12,16,,55287.83,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,,,
D,NYU School of Medicine,13-5562309,403401,GS1,403401,GS1,403401,GS1,001,12,100000057,100000057,,Adam,,Taylor,8235 Sylvia Points,Apt. 165, ,"West Jacobland,",OR,91829,US,U,19721102,M,S, , , , , , ,Adam.Taylor@example.org,,20150915,E,641.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,20001111,20001111,T,,20001111,F,12,19,,128613.69,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,SELF,,,,1,,,,,
